Utterance,Emotion
"Okay, I-I get the picture. Uh, thanks, for your time.",Sad
"And a 50. Huh, these must be Chandler's pants.",Sad
"For 50 bucks, you can get one book! What will it be? A? B? C?",Scared
"Oh, I-I think I'm gonna stick with the V, I wanna see how this bad boy turns out.",Peaceful
"I ah, will buy and wrap all of your Christmas gifts.",Joyful
No!,Neutral
I ah... Oh! I'll squeeze you fresh orange juice every morning!,Joyful
With extra pulp?,Joyful
Yeah!!,Joyful
No!,Neutral
D'oh!! I've got it!,Joyful
You don't have it.,Peaceful
How do Monica and Phoebe know?,Mad
"Oh, I called them. And when they ask me what I saw, I can be very generous or very stingy.",Powerful
Go on.,Peaceful
I can make you a legend. I can make you this generation's Milton Berle.,Powerful
And Milton Berle has a...,Powerful
"Ohh, not compared to you.",Powerful
Well?,Neutral
They're not even touching the lasagna!,Mad
Really?!,Neutral
"Oh, they love your casserole.",Joyful
Yes!!,Joyful
"Well, everyone seems to be enjoying your dish.",Joyful
And you?,Scared
I thought it was... quite tasty.,Powerful
"So if everyone liked it, and you liked it, that would make this a success. Which would make you...",Joyful
A bitch?,Scared
"Well, I was going for wrong, but we can use your word.",Scared
"Yes, well I was wrong, and I have to say you really impressed me today.",Joyful
Wow!,Joyful
"Umm, you might even say that she pulled a Monica. She doesn't know we switched it.",Neutral
"And the next time you cater for me, there will be nothing but ice in the freezer.",Neutral
"That really means a lot. Oh, and Mom, don't bite your nails.",Powerful
Hello.,Powerful
Hey!,Neutral
"Hello, Chandler.",Joyful
I love you.,Joyful
Wh-what's going on?,Joyful
Oh.,Neutral
No he doesn't!,Peaceful
"Two hours, that lasted!",Peaceful
So did you break up with Joanna?,Sad
I think so.,Scared
"Well, it's good thing you got out when you did, before she blew up like that Vesuvius.",Peaceful
The volcano?,Scared
"Yeah. And speaking of volcanoes, man are they a violent igneous rock formation.",Scared
What?!,Peaceful
"Oh yeah, lava spewing, hot ash, of course some are dormant.",Scared
Why are you talking about volcanoes all of the sudden?,Powerful
"Well, we can talk about something else. What do you want to talk about? Vivisection? The Vasdeferens? The Vietnam War?",Scared
Oh! Did anybody see that-that documentary on the Korean War?,Sad
"Oh, yeah. Yeah.",Scared
"Oh God, Korea is such a beautiful country.",Neutral
With such a sad history.,Scared
Could there be more Kims?,Scared
Who's out there?,Neutral
It's me! Good morning!,Joyful
"Rachel, could you come in here for a moment, please?",Neutral
"Yeah, sure. Umm, they didn't have poppy seed bagels, so I... Oh my word!",Scared
I seem to have had a slight office mishap. Could you please get the key off the back of the door for me.,Neutral
"Oh, yeah! Yeah!",Neutral
You tell your friend Chandler that we're definately broken up this time.,Powerful
Okay.,Neutral
"Hey! New wallet, huh?",Joyful
"Yeah, it was time. The old condom ring in the leather just doesn't say 'cool' anymore.",Neutral
Rachel!,Mad
What?,Scared
"Oh yeah, I know, but the garbage was full.",Neutral
Have you ever taken out the trash?,Mad
"Well, I thought you liked doing it.",Mad
Third door on the left.,Neutral
Right!,Neutral
"Oh! Hey, Mr. Treeger.",Joyful
Hey.,Joyful
What are you doing?,Powerful
Ummm. Oh! I'm sorry. It's a little old but...,Sad
No! You're clogging up the chute that I spent a half-hour unclogging!,Sad
I'm sorry. I didn't-I don't come in here a lot.,Sad
"Oh yeah, of course you don't!",Neutral
No.,Peaceful
I didn't... I never said that.,Mad
"Okay, I'm sorry.",Sad
God! If you're gonna cry about it!,Sad
"Whoa-whoa, Treeger made you cry?",Mad
"All right that's it, school is in session!",Mad
My God! Is this a gym card?,Joyful
"Oh yeah, gym member. I try to go four times a week, but I've missed the last 1200 times.",Sad
So why don't you quit?,Neutral
Who is Maria?,Neutral
"Oh Maria. You can't say no to her, she's like this lycra spandex covered gym...treat.",Joyful
You need me to go down there with you and hold your hand?,Peaceful
No!,Mad
So you're strong enough to face her on your own?,Neutral
"Oh no, you'll have to come.",Neutral
"Tribbiani! Hold on, I'll get the plunger.",Neutral
And tell him what?,Neutral
Yeah. Well maybe you have heard about the Rent Stabilization Act of 1968!,Mad
I have actually not heard of that.,Neutral
Why don't you tell me something I don't know!,Mad
"Whoa-whoa-whoa, hey! Now remember what we talked about, you gotta be strong.",Powerful
Yes. Yes!,Powerful
"One more time, ""Hey, don't you want a washboard stomach and rock hard pecs?""",Powerful
No! I want a flabby gut and saggy man breasts!,Powerful
Good! That's good!,Joyful
Okay. I wanna quit the gym.,Powerful
You wanna quit?,Sad
I wanna quit the gym.,Powerful
You do realize that you won't have access to our new full service Swedish spa.,Sad
I wanna quit the gym.,Powerful
"Okay, Dave in the membership office, handles quitters. Uh, excuse me, are you a member?",Neutral
Me? No.,Neutral
"Sorry, members only.",Neutral
I wanna quit the gym.,Scared
"It's okay man, be strong.",Powerful
"So, are you a member of any gym.",Neutral
"No! And I'm not gonna be, so you can save you little speech.",Powerful
"Okay, no problem. Could you come here for a second?",Neutral
"Hi, I'm Maria.",Joyful
"Wow, you have really pretty feet.",Joyful
These old things.,Joyful
"You mean the-Okay by siadic, you mean the towel covered portion.",Neutral
Yeah.,Neutral
"Oh, a 16-hour sit-in for Greenpeace.",Neutral
Oh.,Neutral
Ow! Did you just bite me?,Scared
No!,Scared
What?,Neutral
You want me to kick you guys out instead?,Powerful
You have pets!,Mad
"Noo-no-no, no, those are nicknames. I'm the chick and Chandler is the duck.",Scared
"Huh, I would've thought it was the other way around.",Neutral
"Come on man, just-just let the girls stay, I'll do whatever you want.",Scared
Really? You'll do anything?,Powerful
"Yeah-yeah, absolutely.",Scared
"Yeah, I've got something you can do.",Powerful
"What, what is it?",Scared
Can you be my dancing partner?,Scared
"That's not, prison lingo, is it?",Scared
"All right, I'm here, let's ahh, get this over with.",Peaceful
"Okay ahh, well, just ahh, follow my lead.",Powerful
"Whoa-whoa, don't we need to do some kinda preparation first? Like ahh, get really drunk?",Scared
Ahhhh! I'm sorry!,Sad
"No, it's okay, but if I'm Marge, my breasts are coming out my back.",Sad
"Ahh, forget it! I'll never be any good at this, my mom was right, I'm just a big potato with arms, and legs, and a head.",Sad
"Come on man, you're not a potato.",Peaceful
"I'm sure as hell a dancer, it's no use Marge will never go for me.",Peaceful
Yeah!,Powerful
"Hey-hey, how goes the dancing? Gay yet?",Neutral
"Ah-ha-ha, you guys owe me big time.",Joyful
What was that?,Joyful
What?,Neutral
You just did a little dancy thing.,Peaceful
No I didn't.,Neutral
You are soo enjoying this.,Joyful
"No, I'm not! And it wasn't a hop it was a pademarie.",Mad
You know the words! You are so into this!,Joyful
"Ooh, this is soo sweet, Joey our little twinkle-toes.",Joyful
All right.,Peaceful
I don't know how to lead.,Neutral
Hello.,Neutral
Hi.,Neutral
We'd like to close our accounts.,Neutral
No-no.,Neutral
"No, we'd just like to close them.",Neutral
"Hi, I'm Karen.",Neutral
I wanna quit the bank!,Mad
Yeah! In... really long hour world.,Joyful
What?,Mad
Really?!,Joyful
"Yeah, really.",Joyful
What?,Mad
"Okay, quit down.",Joyful
"Yes, I will tell her.",Powerful
Hi!,Neutral
Hi.,Neutral
Oh my God! That's why I got up too!,Joyful
"You're kidding! Oh, I love him.",Joyful
Oh please!,Scared
"So ah, Joey tells me you two met in acting class.",Neutral
"That's a good thing actually, because ah, he used to have me rehearse with him.",Joyful
Oh-oh-oh-oh!,Joyful
Is it on?,Neutral
"No, but this wonder broom is amazing!",Sad
Hey!,Peaceful
Oh my God!,Powerful
Oh! It's on! It's on!,Joyful
There we go little fella.,Joyful
What about the duck?,Joyful
Well the duck can swim.,Peaceful
"Oh, jeez.",Peaceful
"My sticky shoes, my sticky-sticky shoes, why do you stick on me, ba-a-by! Thanks for the lights honey.",Joyful
"Way to go, Phoebe!",Neutral
That cold makes you sound so great.,Joyful
"It's fun, God I love how sexy I am.",Joyful
"Oh, Kath, we should get going. We're going to by hamsters.",Joyful
"Ooh, that's great, I love those little guys.",Joyful
"Well, have fun!",Neutral
Okay.,Neutral
"Y'know what, I like Kathy.",Peaceful
"Yeah, she's...",Neutral
You love her.,Neutral
"No, I don't.",Neutral
"Yes, you do. Chandler loves Kathy.",Neutral
"Come on, Pheebs lay off him.",Mad
"Thank you, Ross.",Neutral
All right.,Neutral
Ohh!,Neutral
All right.,Neutral
Hi!,Neutral
Hi!,Joyful
Hi Ben!,Neutral
Wow! You-you look great!,Joyful
Thanks!,Powerful
Okay! Hey Tommy.,Peaceful
I am so glad that you could come over tonight.,Peaceful
"Oh no-no-no, it's my pleasure.",Joyful
What?,Neutral
I-I-I...,Peaceful
Who wants to make some long distance calls?,Peaceful
Kathy! Kathy! Hi!! Kathy! Kathy! Kathy! Fetch! Fetch it! Kathy! Kathy! Kathy! Kathy! Kathy.,Joyful
"Hey, Chandler! What are you doing here?",Neutral
"Oh, I just wanted to say, ""Hey!""",Joyful
Hey!,Joyful
Okay.,Mad
Her date tipped me ten dollars.,Sad
"Pheebs, what are you doing?",Peaceful
"Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.",Scared
"Phoebe, you'll catch pneumonia.",Scared
Okay. You were right. I'm in love with Joey's girlfriend.,Sad
What?!,Scared
Are you serious?,Scared
"Well, how-how-how is that possible? You barely know her!",Scared
"Oh gosh, Phoebe, I think I caught your cold.",Sad
You mean you stole it! Don't cover your mouth when you do that!,Mad
Hey.,Peaceful
We were just talking about you.,Joyful
Really?!,Joyful
"Yeah-yeah, I told her about the time you got drunk and fell asleep with your head in the toilet.",Joyful
Right in there!,Joyful
"99...100! Ready or not, here I come! All right, let's go over the concept one more time.",Joyful
Hey!,Joyful
Hey!,Joyful
"Hey guys. Listen uh, you wanna get some dinner with me and Kathy tonight?",Joyful
"Ohh, umm, y'know what, I already ate.",Neutral
It's 4:30.,Neutral
"Okay, I see what's going on here.",Mad
You-you do?,Scared
Yeah! You don't like Kathy.,Mad
You got me.,Neutral
Yeah. Right.,Neutral
"Good, and hey! My treat. But that's only because you're not eating anything, right?",Joyful
Okay.,Neutral
Ross isn't here.,Neutral
Oh. Stop it!,Scared
"So I'll see you at the party? Beer's beer man, 24, 7!!",Joyful
Yeah! I am soo gonna marry that guy. Ohhh!,Joyful
What?,Neutral
I think he's stealing from me.,Scared
Why?,Neutral
Because he's stealing from me!,Mad
"Hi! It's me. And soup. Hey, I just saw Josh, he looks so yummy in your leather jacket.",Joyful
Ughh!,Mad
"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water.",Peaceful
Thank you so much Phoebe.,Peaceful
Sure.,Joyful
What are you doing with those?!,Powerful
"But, I need your germs! I want my cold back! I miss my sexy voice.",Joyful
"Sorry, Phoebe.",Sad
It's okay. How's the soup?,Neutral
Umm.,Scared
Ohhhh!! Gross!!,Mad
"Ohh, God, guys, check it out, you can see that girl's underwear!",Joyful
Is she great or what?,Joyful
So? Huh? What do you think?,Neutral
"Ohh, she's-she's not really my type.",Neutral
Not your type?! She's gorgeous!,Peaceful
"Uhh, no-no thanks.",Peaceful
"Okay, I've got some ugly friends, and they're all available too.",Joyful
"Listen, I-I'm gonna grab a beer.",Joyful
I'll be right back. What was that?,Peaceful
What?,Neutral
"Hey, look, what do you want from me?",Peaceful
I am pretending.,Neutral
"Well then, do it better!",Neutral
"Well, that's pretty good. But you might wanna tone it down a little.",Neutral
"No, sorry.",Scared
Well where's Amanda?,Joyful
"Hey Rach, could you get me some cough drops?",Sad
"Ross, cough drops, please?",Sad
At least I know she's not going out with me to get into R rated movies.,Mad
You have nothing! You're not even going out! You're her baby sitter! You have a 12-year-old girl's job!,Mad
"Ohh, that is soo sad.",Joyful
"And what are you laughing at, Miss `My-keg-sucking-boyfriend-is-stealing-from-me!'",Mad
"That's mine!! Now, would you both please start acting like adults? And get me my cough drops!",Mad
Fine.,Neutral
Sorry.,Scared
Here. At least I made ten bucks in my relationship.,Powerful
Y'know...,Peaceful
And I'm still waiting for my paper mache man. Thank you my babies.,Joyful
Rachel?,Scared
Yeah.,Neutral
No!,Neutral
Okay.,Scared
"So umm, are we cool?",Powerful
Okay.,Scared
I knew you'd understand.,Mad
"Y'know if we ever go to war and you're captured, you're in for a big surprise.",Joyful
Wow! Could everyone totally see up his robe?,Joyful
Yeah! Oh my God!,Joyful
Here you go.,Neutral
"Great! All right, so I'll call you later.",Peaceful
Great!,Joyful
Hey-Hey-Hey! Who was that?,Peaceful
That would be Casey. We're going out tonight.,Joyful
What?,Scared
Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,Joyful
Wait! You're going out with Kathy!,Mad
Yeah. Why are you getting so upset?,Joyful
What is the big deal? It's not like we're exclusive.,Powerful
You got all that from the back of her head?,Scared
Who's Elaine?,Powerful
"No-no-no-no, this is bad! It's bad! This is bad!",Sad
Horrible!,Scared
"Wait the uh, the kiss or the situation?",Scared
"No-no-no, the kiss was good.",Peaceful
Okay!,Peaceful
"No, but that's bad!",Sad
What?!,Neutral
"Okay, we-we swallow our feelings. Even if it means we're unhappy forever. Sound good?",Sad
Can you really do that?,Scared
"I have to; he's my best friend, and you're seeing him.",Scared
"Chandler, I like Joey a lot, but with you...",Sad
"Oh-no-no-no! Don't! Don't! See-see, you're getting me confused, I'm starting to urn.",Neutral
"I'm sorry. If you wanna pretend that nothing happened, I can try.",Neutral
I-I think we have too.,Scared
Okay. Bye.,Peaceful
Bye. Are you still out there?,Neutral
No.,Scared
Electrifying. Emphatic time-time-time...,Neutral
"Y'know, there's a Starbucks about three blocks down.",Peaceful
It's so inspired! Look at him! Look at him go!,Joyful
Thank you guys-guys-guys...,Neutral
"Hey, aren't you up next?",Joyful
"Oh no, I'm not playing tonight.",Sad
Why not?,Neutral
"Phoebe, Ross sucks!",Powerful
"Phoebe, the place has emptied because of him.",Powerful
"Oh my God, he's not even appreciated in his own time. I would give anything to not be appreciated in my own time!",Powerful
"Okay. Umm, Phoebe, you suck too.",Powerful
"Yeah, Phoebe you're... awful!",Powerful
You guys. You suck too.,Joyful
Aww man! I can't believe I locked myself out again!,Mad
Hang on buddy!,Joyful
Oh my God! What happened here? Did you do all this?,Scared
I sure did.,Powerful
Why?,Scared
"Well, you're amazing.",Joyful
Oh no-no-no. This is amazing.,Joyful
"Well, y'know I'm 29. I mean who needs a savings account.",Neutral
"Oh, you are the best friends anyone has ever had.",Peaceful
"Oh, I don't know.",Neutral
You mean with Casey.,Neutral
Or Casey.,Powerful
"No-no, Kathy.",Neutral
Could be Casey.,Peaceful
"No. No, Kathy.",Peaceful
Consider Casey.,Powerful
That all the pieces of my life are falling right into place!,Powerful
Hey!,Joyful
"Hey! You were really great! You were really, really great!",Joyful
"Well, kinda. Yeah. Yeah.",Joyful
Pheebs...,Peaceful
"See but, Pheebs that-that is the exact opposite intent of my music. Y'know my music is-is meant to inspire, and if it bothers you this much, then I... I won't play anymore.",Sad
"Oh no. No-no-no, don't do that! How could I live with myself if I knew I was depriving the world of your music.",Sad
"Yeah, okay.",Neutral
Hey Chandler! Saw the new furniture. Very nice.,Joyful
Yeah! Joey has the best boyfriend ever!,Joyful
I kissed Kathy.,Powerful
What?,Joyful
Are you serious?,Scared
Does Joey know?,Powerful
You obviously haven't screwed over a lot of your friends. Which we all appreciate.,Neutral
"Oh, don't say that! Don't say that. That's not true. Is it?",Sad
"I think maybe, yeah.",Sad
He loves you.,Joyful
Then why didn't you tell me to do that?!!,Scared
"Well, I said-I said something to Phoebe.",Sad
"I know, I remember that!",Joyful
I remember you did.,Powerful
God!! What am I gonna do?!,Powerful
"Well, Chandler, you're gonna have to tell him.",Powerful
Why?! Why do I have to tell him?!,Powerful
Because you do.,Peaceful
"Yeah, I know.",Neutral
"Oh my God, he's lost it. He's totally lost it.",Scared
What?,Neutral
"Thank you, thanks. Yeah, I lost it. Y'know, I'm not gonna play anymore, would you, can you finish my set?",Scared
"After that? Yeah! No, I mean if I can help.",Neutral
"Yeah, like I could lose it.",Neutral
What?,Neutral
I played bad on purpose guys.,Joyful
"Okay, so you were trying to play bad this whole time.",Neutral
"Yeah-no, just that last song.",Neutral
Hello.,Neutral
Hello.,Neutral
"Look I never should have kissed your girlfriend, but I'm...",Mad
Stop callin'!!,Mad
"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",Neutral
All right!,Neutral
"What is the name of your roommate who is very, very sorry and would do anything...",Mad
Hey!,Neutral
Hey!,Neutral
What are you doing?,Neutral
I'm sending back all this stuff that Chandler bought out of guilt.,Scared
Everything? Even the TV?,Peaceful
No! I'm putting that in my room.,Joyful
"Listen, Joey, I know what he did was wrong but don't you think you could at least hear the guy out?",Neutral
"Back when you and Rachel were together, if Chandler had kissed her, would you hear him out?",Neutral
"That's a good point. So uh, how long are you gonna punish him?",Neutral
Five years.,Neutral
You've sentenced him?!,Scared
Hey! Don't do the crime if you can't do the time.,Joyful
"Joey, the guy's your best friend.",Powerful
"No, was my best friend. Anyway, I don't know why you're pushing for him so hard. With him out of the way as my best friend, there's a spot open.",Joyful
"Oh, who? Me?",Joyful
Yeah!,Joyful
Wow! I'm honored! And y'know what I'm gonna do as my first act as your best friend?,Powerful
What?,Joyful
I'm gonna get you to talk to Chandler.,Joyful
All right. But if you weren't my best friend.,Sad
"Oh my God, is it really that bad?",Powerful
"I walk into a room and he won't even talk to me, he just mumbles something in Italian. And I know he only knows the bad words.",Sad
"Hey Gunther, have you uh, have you seen Chandler?",Neutral
"I thought you were Chandler. But umm, one of who is over there.",Neutral
Oh.,Neutral
Hey Joe.,Neutral
"I'll be right with you. Okay? Thanks, Wendy.",Powerful
Oh my God! How cute is the on-call doctor?,Joyful
"Ooh, so cute, that I'm thinking about jamming this pen in my eye.",Powerful
Dr. Burke will see you know.,Peaceful
"Oh no-no-no, not Dr. Burke. Dr. Burke is out of town. The-the on-call doctor will see me now.",Neutral
"Dr. Richard Burke is out of town. Dr. Timothy Burke, his son, will see you now.",Powerful
Ready?,Powerful
Hey! I'm sorry! That- where are you going?,Scared
My folks.,Powerful
"Oh, uh, when-when are you coming back?",Scared
I don't know. I might stay there for a few days while I look for an apartment.,Powerful
What?!,Scared
"Yeah, y'know at first I thought we could talk about this y'know, work it out, but uh, seeing you two together I don't think I...",Sad
"Hey, look, what do you want me to say? Do you want me to say that I'll stop seeing her?",Scared
"Hey, look, I know what it is to be a friend, I just-I just screwed up!",Sad
Yeah! You did! And that's why I'm leaving.,Mad
What?,Mad
"All right, wait! Come on! Just wait one second! There has to be something that I can do! Something! If we still had that entertainment unit I would get in it for six hours and think about how I let you down. What?",Sad
We've got a box.,Peaceful
"Last time I saw you, it was the morning I left for college. And you were just standing outside The Dairy Queen.",Neutral
I was probably waiting for it to open.,Neutral
"I gotta tell you, you look great now.",Joyful
You look great too.,Joyful
You're an excellent patient!,Joyful
So how does it look?,Neutral
Like a pirate?!,Scared
If that helps you.,Neutral
"Umm, so how long have you been working with your dad? Come on, one of us had to mention him.",Neutral
I moved back here a couple of months ago.,Neutral
Oh. Big family dinner tonight?,Neutral
Uh.,Neutral
No way!,Scared
I was gonna have Thanksgiving at my girlfriend's.,Neutral
Oh.,Sad
But we broke up.,Neutral
Oh.,Joyful
She-she wasn't ready for a serious commitment.,Sad
You're not wearing the patch yet.,Neutral
I know.,Neutral
"Oh, he sees her!",Joyful
"Oh, he's catching up to her!",Joyful
"Oh, she sees him! Oh, they're hugging!",Joyful
He's taking her purse!,Scared
"Uhh, that's not them. I'm gonna go call the police.",Scared
"Oh, there they are!",Joyful
"All right, get a room.",Neutral
Okay!,Neutral
"Come on, no peeking!",Powerful
"Okayyyyy, open up!",Powerful
What did you want to show us? Because all I can see is this bitchin' van!,Joyful
"Yeah, it's for our catering business!",Joyful
I think I know that girl.,Neutral
"All right, umm, we're not gonna really keep it this way though.",Neutral
No?,Neutral
Oh!,Sad
"And also, we don't know what to do with this.",Joyful
"Oh yeah, I definitely know her.",Joyful
"Oh, uh, Joanna I was wondering if I could ask you something. There's an opening for an assistant buyer in Junior Miss...",Powerful
"Okay, but that would actually be a big step down for me.",Powerful
"Well, actually, I meant for me. The hiring committee is meeting people all day and...",Powerful
"Oh. Well, I wish I could say no, but you can't stay my assistant forever. Neither can you Sophie, but for different reasons.",Powerful
"Really? Well, in that case...",Scared
And that's I'm so glad... there's no problem.,Scared
"That's fine, actually I'm on the hiring committee, so there'll be at least one friendly face.",Joyful
Ohh! That's great!,Joyful
"You know, Junior Miss is where I started. Oh, I had to sleep with the ugliest guy to get that job.",Powerful
Really?!,Scared
"Well, I, umm...",Joyful
"Kidding! God, I feel wild today!",Joyful
Oh man! I am so excited-I may vomit!,Joyful
"Will you calm down, he's just a human guy.",Peaceful
Really?!,Joyful
"Oh yeah, it's beautiful country up there.",Joyful
"Hey! Okay! I got my passport, fresh socks, and a snake bite kit!",Joyful
It's not gonna be exactly like last time.,Joyful
"All right, I'll see you guys.",Joyful
Whoa-whoa-whoa!,Joyful
Whoa-wh-wh-whoa-whoa-whoa-whoa!,Scared
Somewhere maybe along the equator?,Joyful
Okay.,Peaceful
"Hello. It's Gandolf!!! So, are you in town? Oh, well, well maybe next time then.",Sad
What happened?,Peaceful
"He's not gonna make it, he's stuck in Chicago.",Sad
"Ohh, man! Chicago, is sooo lucky!",Joyful
"Stupid, useless Canadian money!",Mad
"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",Powerful
Thank you.,Joyful
Filing system? Oh-oh! You mean those-those little colored labels you put on all the folders? It certainly did brighten up the inside of the filing cabinets.,Joyful
"Well, they uh, they-they do more than that.",Mad
I notice that you've been trusted with a lot of rather important responsibilities.,Powerful
"Yes, Joanna really has been an incredible mentor to me.",Joyful
Oh. And Rachel has been really incredible in getting my morning bagel for me. It's amazing how she gets it right almost every time!,Joyful
"I-I-I of course, I have more responsibilities than that.",Mad
"Oh yes, well there's the coffee too. Rachel can carry two things at once!",Scared
"Yes, I realize that...",Powerful
"And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",Neutral
I love working with designers!,Joyful
"With them, under them, what's the difference? Eh, Rach?",Scared
Hey! My first review is out!,Powerful
"Ohh! Oh, the Chelsea Reporter, ohh, this used to keep me so warm.",Powerful
"All right, look at my on the back page.",Neutral
"Oh, okay! ""Would I go back to Allesandro's? Sure, but I'd have to order two meals, one for me and one for the guy pointing the gun to my head."" Wow! You really laid into this place.",Neutral
"Hey, they don't pay me a penny a word to make friends.",Powerful
"Ooh, I gotta go. I found a guy that who could fix up the van for catering.",Powerful
Oh! Do you need me to go with you?,Joyful
"No-no, it's okay. But are we sure we don't want the waterbed?",Sad
Haven't we made this decision?,Joyful
"Yeah, all right.",Scared
Bye!,Neutral
Bye!,Neutral
Who is it?,Powerful
"It's Allesandro, from Allesandro's.",Neutral
Oh my God.,Neutral
I want to talk to you about your review.,Powerful
Why? So you could hang up on me?,Powerful
Just give me a chance too...,Powerful
No! Phoebe!,Neutral
"Hey, Monica!",Neutral
"Hey! I'm proud of that sauce, it's delicious.",Powerful
Lebanon.,Scared
"It's Gandolf, and he's not coming.",Peaceful
No! I balanced my checkbook.,Peaceful
I can't believe he didn't come!,Scared
"Well, we could do that!",Powerful
There's other stuff too.,Peaceful
Yeah!,Powerful
Yeah!,Powerful
Yeah!!,Powerful
Yeah!!,Joyful
Yeah! All right? Let's go!,Joyful
Yeah!!!,Peaceful
All right!!,Joyful
Yeah.,Powerful
"Well, those were seals, man.",Powerful
"Yeah, all right.",Neutral
Okay.,Neutral
"So, we're having fun, right?",Neutral
Yeah.,Neutral
I'm kinda beat.,Neutral
"Actually, me too.",Joyful
Are you serious?!,Powerful
Yeah.,Neutral
Thank God! I'm exhausted!,Peaceful
So you guys want coffees?,Scared
"Yeah, me too.",Peaceful
How sad are we?,Neutral
"Yeah, I know.",Joyful
Yeah!,Neutral
Yeah!,Neutral
"We're 29, we're not women.",Scared
"Okay, I'm hearing.",Powerful
What?!,Joyful
Or! A bakery delivery person.,Joyful
I wa-I wa-I wa...,Neutral
Pizza?!,Neutral
Monica!,Neutral
No.,Powerful
No.,Joyful
Really?! Are you sure?,Scared
Really?!,Powerful
Thank you.,Joyful
Oh my goodness! You haven't heard!,Joyful
Heard what?,Joyful
Joanna passed away last night.,Sad
Oh my God! How?!,Sad
I know!,Powerful
"Oh, God. Oh, God. Oh God.",Sad
"No, I'm sorry. I have to go.",Sad
Good morning!,Joyful
I sure did!,Joyful
Oh I know!!,Joyful
"Wait, wait, why were you at the courthouse?",Scared
"Uhh, yeah.",Neutral
"See the thing is umm, we're not able to y'know, uh, conceive.",Neutral
"And we've tried everything, we've seen a bunch of doctors.",Neutral
That's a really nice gift. I was thinking of like a gravy boat.,Joyful
It's open! Come in!,Peaceful
Hi!,Neutral
Hi!,Joyful
"I'm sorry, I'm late.",Scared
"Oh, that's okay, it gave me time to finish glazing my nipples.",Joyful
Wow! You really go all out when you're expecting company.,Scared
"No, I was working on my pottery.",Joyful
"Oh! Ooh! Oh, I didn't know that you did...pot.",Scared
"Well, yeah, mostly nudes. It combines my two passions, pottery and erotica.",Powerful
"Ooh, erotiery!",Scared
Okay.,Peaceful
"I really don't think it's a very good idea, Phoebe.",Scared
Why not?,Scared
Oh no! No-no! I understand the pain! Don't-don't hurt the puppy.,Scared
"No-no-no, the-the puppy's yours.",Scared
"Oh, I get a puppy!!",Joyful
"Well, yeah! I mean yeah, but only for three days.",Joyful
Why?,Scared
Okay.,Peaceful
"All right, I'm sorry.",Sad
"Uhh, do you mind sitting there. I'm-I'm saving this for my friend Ross.",Neutral
You mean Dr. Geller?,Neutral
Doctor? Wow! I didn't know he had a nickname.,Powerful
"Well, how-how come?",Powerful
That's just the way it is.,Joyful
That's crazy.,Joyful
"That's okay, I'm cool over here. I'll catch up with you later, Joey.",Peaceful
"Op, this is saved. Gift shop.",Joyful
Whatever.,Mad
I eat by myself in the alley because everybody hates me.,Sad
"Dr. Geller, there's a seat over here.",Scared
"Thank you, Dr. Phillips, but I'm having my lunch at this table, here in the middle. I'm having lunch right here, with my good friend Joey, if he'll sit with me.",Joyful
I will sit with you Dr. Geller.,Powerful
I'm Joey! I'm an actor! I don't know squat about dinosaurs!,Powerful
"I'm Ted, and I just moved here a month ago, and New York really scares me.",Peaceful
"All right, there you go!",Peaceful
"Yeah, you hang in there Teddy!",Joyful
"I'm Andrew, and I didn't pay for this pear.",Powerful
"Okay, good-good for you.",Mad
"I'm Rhonda, and these aren't real!",Peaceful
"Wow, Rhonda.",Sad
I'm Scott.,Powerful
"Yeah, okay, Scott!",Peaceful
Would you ever be a surrogate for anyone?,Neutral
It depends on who asked.,Neutral
What if I asked?,Neutral
"Oh, Mon, sure.",Powerful
Really?,Scared
Yes. You're not asking are you?,Powerful
No.,Neutral
Yes! Totally!,Joyful
Oh! Thank you! Thank you! Thank you! Yes! Thank you!,Joyful
What the hell is that?!! What the hell is that? Is that you? Ohhhhhhh!,Mad
"Boy, you are really not a morning person.",Neutral
What is that noise?,Neutral
You!,Neutral
It's the chick! She's...going through some changes.,Neutral
What kind of changes?,Neutral
Well the vet seems to think that's she's becoming a rooster. We're getting a second opinion.,Neutral
It looks like your uterus is ready for implantation.,Powerful
Oh! I knew it! I knew it! I felt really thick this morning.,Joyful
"Well, okay, so what's now-go get, go get the eggs, put 'em in there.",Peaceful
"Okay, it'll take just a little while to prepare the embryos.",Powerful
"Embryossss? As in, ""More than one?""",Scared
"Um-hmm, five actually.",Powerful
We do five because that gives you a 25% chance that at least one will attach.,Powerful
That's it! 25 percent? That means that's it's like 75 percent chance of no baby at all!,Scared
"Hey, y'know I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",Mad
"Sweety, now, she's a woman, not a gumball machine.",Peaceful
"Okay, well y'know what, don't worry you guys, 'cause I'm-I'm gonna do this as many times as it takes to get it right.",Peaceful
